unit_id,donation_date,expiry_date,transfusion_date,blood_group,hospital_name,hospital_department,inventory_level,daily_units_demanded,status,wastage_reason,days_in_storage,inventory_risk,shortage_flag,year,month
BBU001750,2023-08-08,2023-09-19,\N,B+,University College Hospital Ibadan,ICU,28,13,Expired,Damaged During Handling,42,Medium,No,2023,August
BBU001751,2023-05-26,2023-07-07,2023-06-05,O+,Federal Medical Centre Owerri,Pediatrics,70,21,Transfused,\N,10,Low,No,2023,May
BBU001752,2025-08-02,2025-09-13,2025-08-07,O+,National Hospital Abuja,Emergency,45,25,Transfused,\N,5,Low,No,2025,August
BBU001753,2024-05-14,2024-06-25,2024-05-23,O+,Lagos University Teaching Hospital,Pediatrics,55,17,Transfused,\N,9,Low,No,2024,May
BBU001754,2025-02-25,2025-04-08,2025-03-02,O+,National Hospital Abuja,Trauma,24,22,Transfused,\N,5,Medium,No,2025,February
BBU001755,2025-06-01,2025-07-13,2025-06-12,O+,University College Hospital Ibadan,Pediatrics,70,25,Transfused,\N,11,Low,No,2025,June
BBU001756,2024-12-01,2025-01-12,\N,A+,Aminu Kano Teaching Hospital,Pediatrics,42,16,Available,\N,15,Low,No,2024,December
BBU001757,2023-12-21,2024-02-01,2023-12-26,A+,Lagos University Teaching Hospital,Hematology,50,15,Transfused,\N,5,Low,No,2023,December
BBU001758,2025-09-23,2025-11-04,2025-10-15,A+,National Hospital Abuja,Surgery,15,14,Transfused,\N,22,Medium,No,2025,September
BBU001759,2025-08-06,2025-09-17,2025-08-12,A+,University College Hospital Ibadan,Oncology,28,13,Transfused,\N,6,Medium,No,2025,August
BBU001760,2025-06-30,2025-08-11,2025-07-08,O+,National Hospital Abuja,Obstetrics,31,21,Transfused,\N,8,Low,No,2025,June
BBU001761,2023-05-23,2023-07-04,2023-06-16,B+,National Hospital Abuja,Emergency,46,6,Transfused,\N,24,Low,No,2023,May
BBU001762,2025-02-15,2025-03-29,2025-02-21,O-,University of Port Harcourt Teaching Hospital,Emergency,5,15,Transfused,\N,6,High,Yes,2025,February
BBU001763,2023-05-06,2023-06-17,2023-05-21,O+,Federal Medical Centre Owerri,ICU,25,18,Transfused,\N,15,Medium,No,2023,May
BBU001764,2023-10-12,2023-11-23,2023-10-18,O-,University College Hospital Ibadan,Emergency,9,20,Transfused,\N,6,High,Yes,2023,October
BBU001765,2023-01-01,2023-02-12,2023-01-08,B+,Federal Medical Centre Owerri,Trauma,17,15,Transfused,\N,7,Medium,No,2023,January
BBU001766,2025-07-16,2025-08-27,2025-07-31,A-,National Hospital Abuja,Pediatrics,42,9,Transfused,\N,15,Low,No,2025,July
BBU001767,2025-07-04,2025-08-15,2025-07-16,O+,Lagos University Teaching Hospital,ICU,32,18,Transfused,\N,12,Low,No,2025,July
BBU001768,2024-10-10,2024-11-21,2024-10-18,O+,University College Hospital Ibadan,Surgery,39,21,Transfused,\N,8,Low,No,2024,October
BBU001769,2024-12-06,2025-01-17,2024-12-09,A+,National Hospital Abuja,Emergency,13,14,Transfused,\N,3,Medium,Yes,2024,December
BBU001770,2025-11-11,2025-12-23,2025-11-18,A+,National Hospital Abuja,Pediatrics,33,18,Transfused,\N,7,Low,No,2025,November
BBU001771,2024-08-25,2024-10-06,2024-09-04,O+,University College Hospital Ibadan,ICU,23,23,Transfused,\N,10,Medium,No,2024,August
BBU001772,2023-04-19,2023-05-31,2023-05-09,A+,National Hospital Abuja,ICU,8,16,Transfused,\N,20,High,Yes,2023,April
BBU001773,2025-01-05,2025-02-16,2025-01-20,O+,Lagos University Teaching Hospital,Trauma,27,21,Transfused,\N,15,Medium,No,2025,January
BBU001774,2023-03-05,2023-04-16,2023-03-30,B+,University College Hospital Ibadan,ICU,23,11,Transfused,\N,25,Medium,No,2023,March
BBU001775,2025-03-18,2025-04-29,2025-04-12,B+,Lagos University Teaching Hospital,Trauma,48,10,Transfused,\N,25,Low,No,2025,March
BBU001776,2025-02-22,2025-04-05,2025-03-02,O+,Aminu Kano Teaching Hospital,ICU,45,24,Transfused,\N,8,Low,No,2025,February
BBU001777,2024-03-08,2024-04-19,2024-03-17,O+,Lagos University Teaching Hospital,Emergency,62,17,Transfused,\N,9,Low,No,2024,March
BBU001778,2023-10-12,2023-11-23,2023-11-05,AB+,University of Port Harcourt Teaching Hospital,Trauma,27,6,Transfused,\N,24,Medium,No,2023,October
BBU001779,2025-01-07,2025-02-18,2025-01-19,A+,National Hospital Abuja,Trauma,34,7,Transfused,\N,12,Low,No,2025,January
BBU001780,2023-09-15,2023-10-27,2023-09-20,B+,University of Port Harcourt Teaching Hospital,ICU,16,5,Transfused,\N,5,Medium,No,2023,September
BBU001781,2023-02-02,2023-03-16,2023-02-06,O-,National Hospital Abuja,Trauma,2,19,Transfused,\N,4,High,Yes,2023,February
BBU001782,2025-06-13,2025-07-25,2025-06-20,A+,Lagos University Teaching Hospital,Surgery,16,6,Transfused,\N,7,Medium,No,2025,June
BBU001783,2025-05-01,2025-06-12,\N,O+,Lagos University Teaching Hospital,ICU,75,26,Expired,Damaged During Handling,42,Low,No,2025,May
BBU001784,2025-05-21,2025-07-02,2025-06-07,B+,University College Hospital Ibadan,Pediatrics,47,7,Transfused,\N,17,Low,No,2025,May
BBU001785,2025-11-09,2025-12-21,\N,AB+,National Hospital Abuja,Emergency,42,6,Available,\N,28,Low,No,2025,November
BBU001786,2025-02-26,2025-04-09,2025-03-06,A-,University of Port Harcourt Teaching Hospital,Surgery,30,8,Transfused,\N,8,Medium,No,2025,February
BBU001787,2025-05-19,2025-06-30,2025-05-24,O-,University of Port Harcourt Teaching Hospital,Emergency,9,8,Transfused,\N,5,High,No,2025,May
BBU001788,2025-10-17,2025-11-28,2025-11-05,A+,University of Port Harcourt Teaching Hospital,Emergency,23,16,Transfused,\N,19,Medium,No,2025,October
BBU001789,2024-07-05,2024-08-16,\N,A-,Lagos University Teaching Hospital,Oncology,34,13,Available,\N,36,Low,No,2024,July
BBU001790,2025-01-21,2025-03-04,2025-02-11,A+,University College Hospital Ibadan,ICU,10,5,Transfused,\N,21,High,No,2025,January
BBU001791,2025-09-16,2025-10-28,2025-10-07,B+,National Hospital Abuja,Obstetrics,31,6,Transfused,\N,21,Low,No,2025,September
BBU001792,2025-09-13,2025-10-25,2025-10-02,B+,Federal Medical Centre Owerri,ICU,13,7,Transfused,\N,19,Medium,No,2025,September
BBU001793,2024-07-26,2024-09-06,2024-07-29,O+,University College Hospital Ibadan,Trauma,49,28,Transfused,\N,3,Low,No,2024,July
BBU001794,2025-12-07,2026-01-18,2025-12-12,O+,Lagos University Teaching Hospital,ICU,76,14,Transfused,\N,5,Low,No,2025,December
BBU001795,2025-08-25,2025-10-06,\N,AB-,Lagos University Teaching Hospital,ICU,48,16,Available,\N,4,Low,No,2025,August
BBU001796,2024-10-01,2024-11-12,2024-10-08,O+,University of Port Harcourt Teaching Hospital,Pediatrics,59,13,Transfused,\N,7,Low,No,2024,October
BBU001797,2025-12-31,2026-02-11,\N,O+,National Hospital Abuja,Surgery,69,12,Available,\N,30,Low,No,2025,December
BBU001798,2025-07-18,2025-08-29,2025-08-08,A+,National Hospital Abuja,ICU,40,12,Transfused,\N,21,Low,No,2025,July
BBU001799,2024-11-09,2024-12-21,2024-11-21,A+,Federal Medical Centre Owerri,ICU,34,10,Transfused,\N,12,Low,No,2024,November
BBU001800,2024-08-15,2024-09-26,2024-08-28,O+,Aminu Kano Teaching Hospital,Trauma,30,13,Transfused,\N,13,Medium,No,2024,August
BBU001801,2024-09-14,2024-10-26,2024-09-16,O+,National Hospital Abuja,Emergency,66,20,Transfused,\N,2,Low,No,2024,September
BBU001802,2025-08-27,2025-10-08,2025-09-01,O-,Lagos University Teaching Hospital,Surgery,9,10,Transfused,\N,5,High,Yes,2025,August
BBU001803,2023-04-16,2023-05-28,2023-05-08,A+,University College Hospital Ibadan,Emergency,50,9,Transfused,\N,22,Low,No,2023,April
BBU001804,2023-02-25,2023-04-08,2023-02-28,O+,Lagos University Teaching Hospital,ICU,38,27,Transfused,\N,3,Low,No,2023,February
BBU001805,2023-09-17,2023-10-29,2023-09-28,A+,Aminu Kano Teaching Hospital,Trauma,40,6,Transfused,\N,11,Low,No,2023,September
BBU001806,2024-05-31,2024-07-12,2024-06-11,A-,Lagos University Teaching Hospital,Surgery,16,14,Transfused,\N,11,Medium,No,2024,May
BBU001807,2024-07-17,2024-08-28,\N,AB+,Federal Medical Centre Owerri,Emergency,31,2,Expired,Damaged During Handling,42,Low,No,2024,July
BBU001808,2023-08-17,2023-09-28,2023-09-07,A-,Lagos University Teaching Hospital,Surgery,46,7,Transfused,\N,21,Low,No,2023,August
BBU001809,2023-11-06,2023-12-18,2023-11-13,O+,University College Hospital Ibadan,ICU,62,26,Transfused,\N,7,Low,No,2023,November
BBU001810,2023-12-26,2024-02-06,\N,A+,National Hospital Abuja,Surgery,24,17,Available,\N,15,Medium,No,2023,December
BBU001811,2025-09-20,2025-11-01,\N,B+,Lagos University Teaching Hospital,ICU,19,17,Expired,Contamination Detected,42,Medium,No,2025,September
BBU001812,2023-03-09,2023-04-20,2023-03-13,O+,National Hospital Abuja,Trauma,41,14,Transfused,\N,4,Low,No,2023,March
BBU001813,2023-11-12,2023-12-24,2023-11-26,O+,Federal Medical Centre Owerri,Trauma,73,27,Transfused,\N,14,Low,No,2023,November
BBU001814,2025-04-25,2025-06-06,\N,O+,University College Hospital Ibadan,ICU,69,24,Available,\N,15,Low,No,2025,April
BBU001815,2025-06-20,2025-08-01,2025-06-25,O+,University of Port Harcourt Teaching Hospital,Surgery,66,17,Transfused,\N,5,Low,No,2025,June
BBU001816,2024-12-07,2025-01-18,2024-12-21,O+,National Hospital Abuja,Emergency,23,20,Transfused,\N,14,Medium,No,2024,December
BBU001817,2023-08-26,2023-10-07,2023-09-12,B+,Lagos University Teaching Hospital,Surgery,11,7,Transfused,\N,17,Medium,No,2023,August
BBU001818,2025-03-27,2025-05-08,2025-04-14,A+,University College Hospital Ibadan,Hematology,38,9,Transfused,\N,18,Low,No,2025,March
BBU001819,2025-12-26,2026-02-06,2026-01-19,A+,University College Hospital Ibadan,Trauma,22,11,Transfused,\N,24,Medium,No,2025,December
BBU001820,2025-03-09,2025-04-20,2025-03-13,O+,University of Port Harcourt Teaching Hospital,ICU,50,20,Transfused,\N,4,Low,No,2025,March
BBU001821,2025-12-22,2026-02-02,2026-01-03,A+,Lagos University Teaching Hospital,ICU,35,5,Transfused,\N,12,Low,No,2025,December
BBU001822,2025-07-08,2025-08-19,2025-07-18,O+,National Hospital Abuja,Surgery,44,22,Transfused,\N,10,Low,No,2025,July
BBU001823,2023-03-26,2023-05-07,2023-04-18,A-,University of Port Harcourt Teaching Hospital,Emergency,14,13,Transfused,\N,23,Medium,No,2023,March
BBU001824,2024-12-25,2025-02-05,2025-01-05,O+,Lagos University Teaching Hospital,Hematology,74,25,Transfused,\N,11,Low,No,2024,December
BBU001825,2024-07-12,2024-08-23,2024-07-18,O+,University College Hospital Ibadan,Obstetrics,41,20,Transfused,\N,6,Low,No,2024,July
BBU001826,2023-07-21,2023-09-01,2023-07-30,O+,Lagos University Teaching Hospital,Trauma,36,24,Transfused,\N,9,Low,No,2023,July
BBU001827,2024-05-10,2024-06-21,\N,O+,Federal Medical Centre Owerri,Surgery,66,18,Available,\N,33,Low,No,2024,May
BBU001828,2024-11-22,2025-01-03,2024-12-12,B+,Aminu Kano Teaching Hospital,ICU,19,10,Transfused,\N,20,Medium,No,2024,November
BBU001829,2023-01-22,2023-03-05,2023-02-06,O+,Lagos University Teaching Hospital,Hematology,63,12,Transfused,\N,15,Low,No,2023,January
BBU001830,2023-05-20,2023-07-01,2023-05-23,O+,University College Hospital Ibadan,Trauma,20,25,Transfused,\N,3,Medium,Yes,2023,May
BBU001831,2025-12-11,2026-01-22,2025-12-18,O+,University College Hospital Ibadan,Obstetrics,26,26,Transfused,\N,7,Medium,No,2025,December
BBU001832,2024-03-25,2024-05-06,2024-03-31,O+,Lagos University Teaching Hospital,Pediatrics,66,21,Transfused,\N,6,Low,No,2024,March
BBU001833,2024-01-31,2024-03-13,2024-02-11,O+,Lagos University Teaching Hospital,Trauma,22,12,Transfused,\N,11,Medium,No,2024,January
BBU001834,2023-07-08,2023-08-19,2023-08-01,A-,University College Hospital Ibadan,Emergency,11,14,Transfused,\N,24,Medium,Yes,2023,July
BBU001835,2024-03-20,2024-05-01,2024-04-02,O+,National Hospital Abuja,ICU,80,15,Transfused,\N,13,Low,No,2024,March
BBU001836,2023-09-03,2023-10-15,2023-09-25,A-,University of Port Harcourt Teaching Hospital,ICU,13,18,Transfused,\N,22,Medium,Yes,2023,September
BBU001837,2023-09-24,2023-11-05,2023-10-17,A+,University College Hospital Ibadan,ICU,32,15,Transfused,\N,23,Low,No,2023,September
BBU001838,2024-01-14,2024-02-25,\N,B+,University College Hospital Ibadan,Emergency,15,16,Expired,Low Demand,42,Medium,Yes,2024,January
BBU001839,2024-06-02,2024-07-14,2024-06-26,A+,Lagos University Teaching Hospital,Pediatrics,26,12,Transfused,\N,24,Medium,No,2024,June
BBU001840,2023-06-05,2023-07-17,\N,B-,Lagos University Teaching Hospital,Trauma,48,12,Available,\N,17,Low,No,2023,June
BBU001841,2025-05-24,2025-07-05,2025-06-06,B+,National Hospital Abuja,Oncology,50,17,Transfused,\N,13,Low,No,2025,May
BBU001842,2024-06-11,2024-07-23,2024-06-16,A+,University College Hospital Ibadan,ICU,18,17,Transfused,\N,5,Medium,No,2024,June
BBU001843,2024-07-21,2024-09-01,\N,O+,National Hospital Abuja,Obstetrics,69,13,Available,\N,24,Low,No,2024,July
BBU001844,2025-03-06,2025-04-17,2025-03-12,O+,Lagos University Teaching Hospital,Emergency,41,13,Transfused,\N,6,Low,No,2025,March
BBU001845,2024-06-26,2024-08-07,2024-07-01,A+,National Hospital Abuja,Emergency,19,12,Transfused,\N,5,Medium,No,2024,June
BBU001846,2025-10-04,2025-11-15,2025-10-19,A+,Aminu Kano Teaching Hospital,ICU,20,14,Transfused,\N,15,Medium,No,2025,October
BBU001847,2024-01-01,2024-02-12,2024-01-07,B+,Lagos University Teaching Hospital,Hematology,49,12,Transfused,\N,6,Low,No,2024,January
BBU001848,2023-10-22,2023-12-03,2023-10-27,O+,National Hospital Abuja,Emergency,54,25,Transfused,\N,5,Low,No,2023,October
BBU001849,2023-08-06,2023-09-17,2023-08-17,B+,Lagos University Teaching Hospital,Emergency,36,16,Transfused,\N,11,Low,No,2023,August
BBU001850,2023-07-31,2023-09-11,\N,O+,University of Port Harcourt Teaching Hospital,Emergency,22,14,Available,\N,4,Medium,No,2023,July
BBU001851,2024-05-28,2024-07-09,2024-05-30,O+,National Hospital Abuja,Surgery,69,26,Transfused,\N,2,Low,No,2024,May
BBU001852,2025-10-16,2025-11-27,2025-10-18,O+,National Hospital Abuja,Hematology,29,12,Transfused,\N,2,Medium,No,2025,October
BBU001853,2025-03-10,2025-04-21,2025-03-23,O+,University College Hospital Ibadan,Surgery,37,16,Transfused,\N,13,Low,No,2025,March
BBU001854,2024-11-06,2024-12-18,2024-11-17,O+,University College Hospital Ibadan,ICU,77,24,Transfused,\N,11,Low,No,2024,November
BBU001855,2023-01-08,2023-02-19,2023-01-17,O+,Lagos University Teaching Hospital,Obstetrics,52,27,Transfused,\N,9,Low,No,2023,January
BBU001856,2025-06-12,2025-07-24,2025-06-22,O+,University College Hospital Ibadan,Surgery,45,14,Transfused,\N,10,Low,No,2025,June
BBU001857,2024-04-07,2024-05-19,2024-05-02,A+,Lagos University Teaching Hospital,Surgery,8,11,Transfused,\N,25,High,Yes,2024,April
BBU001858,2025-09-14,2025-10-26,2025-10-04,B+,Lagos University Teaching Hospital,ICU,15,14,Transfused,\N,20,Medium,No,2025,September
BBU001859,2025-01-05,2025-02-16,2025-01-13,O+,Lagos University Teaching Hospital,Trauma,41,21,Transfused,\N,8,Low,No,2025,January
BBU001860,2023-04-24,2023-06-05,2023-05-01,O+,Lagos University Teaching Hospital,Emergency,60,14,Transfused,\N,7,Low,No,2023,April
BBU001861,2025-12-30,2026-02-10,2026-01-16,A+,Lagos University Teaching Hospital,Obstetrics,29,6,Transfused,\N,17,Medium,No,2025,December
BBU001862,2024-08-16,2024-09-27,2024-08-20,O+,National Hospital Abuja,Surgery,61,18,Transfused,\N,4,Low,No,2024,August
BBU001863,2023-03-22,2023-05-03,2023-03-31,B+,National Hospital Abuja,Surgery,32,15,Transfused,\N,9,Low,No,2023,March
BBU001864,2024-09-04,2024-10-16,2024-09-07,O+,Federal Medical Centre Owerri,Hematology,64,24,Transfused,\N,3,Low,No,2024,September
BBU001865,2025-01-05,2025-02-16,2025-01-28,A+,Lagos University Teaching Hospital,Surgery,39,6,Transfused,\N,23,Low,No,2025,January
BBU001866,2025-06-15,2025-07-27,2025-06-19,A+,Aminu Kano Teaching Hospital,Surgery,20,7,Transfused,\N,4,Medium,No,2025,June
BBU001867,2024-01-31,2024-03-13,2024-02-09,O+,Federal Medical Centre Owerri,Obstetrics,21,19,Transfused,\N,9,Medium,No,2024,January
BBU001868,2025-03-07,2025-04-18,2025-03-27,A+,Federal Medical Centre Owerri,Emergency,12,17,Transfused,\N,20,Medium,Yes,2025,March
BBU001869,2024-09-22,2024-11-03,2024-10-18,AB+,University College Hospital Ibadan,ICU,46,6,Transfused,\N,26,Low,No,2024,September
BBU001870,2023-02-03,2023-03-17,2023-02-07,B+,Federal Medical Centre Owerri,Surgery,10,10,Transfused,\N,4,High,No,2023,February
BBU001871,2024-11-22,2025-01-03,2024-11-30,O+,University College Hospital Ibadan,ICU,70,13,Transfused,\N,8,Low,No,2024,November
BBU001872,2023-08-31,2023-10-12,2023-09-23,A+,University College Hospital Ibadan,Hematology,21,17,Transfused,\N,23,Medium,No,2023,August
BBU001873,2025-12-07,2026-01-18,\N,A+,Lagos University Teaching Hospital,Surgery,37,15,Available,\N,34,Low,No,2025,December
BBU001874,2023-11-02,2023-12-14,2023-11-05,O+,Federal Medical Centre Owerri,Emergency,67,19,Transfused,\N,3,Low,No,2023,November
BBU001875,2023-03-17,2023-04-28,\N,O+,Lagos University Teaching Hospital,Obstetrics,67,16,Available,\N,31,Low,No,2023,March
BBU001876,2023-02-09,2023-03-23,\N,A+,Lagos University Teaching Hospital,Emergency,38,14,Available,\N,2,Low,No,2023,February
BBU001877,2024-05-12,2024-06-23,\N,A+,University College Hospital Ibadan,Surgery,49,7,Expired,Shelf Life Exceeded,42,Low,No,2024,May
BBU001878,2023-12-19,2024-01-30,\N,A+,Federal Medical Centre Owerri,Hematology,48,5,Expired,Inventory Overstock,42,Low,No,2023,December
BBU001879,2023-07-19,2023-08-30,2023-08-03,O+,National Hospital Abuja,Oncology,49,17,Transfused,\N,15,Low,No,2023,July
BBU001880,2023-05-11,2023-06-22,2023-05-14,O+,University of Port Harcourt Teaching Hospital,Emergency,72,15,Transfused,\N,3,Low,No,2023,May
BBU001881,2025-10-15,2025-11-26,2025-10-18,O+,National Hospital Abuja,Obstetrics,58,19,Transfused,\N,3,Low,No,2025,October
BBU001882,2024-02-20,2024-04-02,2024-03-05,O+,National Hospital Abuja,ICU,47,22,Transfused,\N,14,Low,No,2024,February
BBU001883,2025-04-03,2025-05-15,2025-04-27,A+,Lagos University Teaching Hospital,Emergency,28,6,Transfused,\N,24,Medium,No,2025,April
BBU001884,2023-10-09,2023-11-20,2023-10-23,O+,Federal Medical Centre Owerri,Obstetrics,40,18,Transfused,\N,14,Low,No,2023,October
BBU001885,2023-04-04,2023-05-16,2023-04-17,B+,University College Hospital Ibadan,Surgery,45,7,Transfused,\N,13,Low,No,2023,April
BBU001886,2023-05-10,2023-06-21,2023-05-14,O+,National Hospital Abuja,Hematology,27,20,Transfused,\N,4,Medium,No,2023,May
BBU001887,2025-04-30,2025-06-11,2025-05-10,O+,University of Port Harcourt Teaching Hospital,Surgery,30,23,Transfused,\N,10,Medium,No,2025,April
BBU001888,2023-12-04,2024-01-15,2023-12-25,B+,Aminu Kano Teaching Hospital,Surgery,36,8,Transfused,\N,21,Low,No,2023,December
BBU001889,2023-03-25,2023-05-06,2023-04-17,B+,National Hospital Abuja,Surgery,16,6,Transfused,\N,23,Medium,No,2023,March
BBU001890,2025-02-09,2025-03-23,2025-02-11,O+,National Hospital Abuja,Oncology,69,17,Transfused,\N,2,Low,No,2025,February
BBU001891,2025-09-24,2025-11-05,2025-09-27,B+,Lagos University Teaching Hospital,Obstetrics,13,5,Transfused,\N,3,Medium,No,2025,September
BBU001892,2024-01-03,2024-02-14,\N,A+,Aminu Kano Teaching Hospital,Emergency,13,16,Available,\N,41,Medium,Yes,2024,January
BBU001893,2024-08-04,2024-09-15,2024-08-22,B+,University College Hospital Ibadan,ICU,34,16,Transfused,\N,18,Low,No,2024,August
BBU001894,2023-09-17,2023-10-29,2023-09-29,O+,Lagos University Teaching Hospital,Emergency,33,16,Transfused,\N,12,Low,No,2023,September
BBU001895,2024-07-08,2024-08-19,2024-07-24,A+,Aminu Kano Teaching Hospital,Obstetrics,41,12,Transfused,\N,16,Low,No,2024,July
BBU001896,2024-05-04,2024-06-15,2024-05-29,B+,Lagos University Teaching Hospital,Emergency,19,14,Transfused,\N,25,Medium,No,2024,May
BBU001897,2023-03-19,2023-04-30,2023-04-13,A+,University College Hospital Ibadan,Pediatrics,46,7,Transfused,\N,25,Low,No,2023,March
BBU001898,2025-10-20,2025-12-01,2025-11-12,A+,Lagos University Teaching Hospital,Oncology,47,6,Transfused,\N,23,Low,No,2025,October
BBU001899,2024-09-08,2024-10-20,\N,B+,Lagos University Teaching Hospital,Hematology,30,11,Available,\N,0,Medium,No,2024,September
BBU001900,2024-04-27,2024-06-08,2024-05-07,O+,Aminu Kano Teaching Hospital,Surgery,32,15,Transfused,\N,10,Low,No,2024,April
BBU001901,2023-07-15,2023-08-26,2023-08-04,B+,National Hospital Abuja,Trauma,47,10,Transfused,\N,20,Low,No,2023,July
BBU001902,2025-11-05,2025-12-17,2025-11-19,O+,Lagos University Teaching Hospital,ICU,34,26,Transfused,\N,14,Low,No,2025,November
BBU001903,2024-03-02,2024-04-13,2024-03-07,O+,University College Hospital Ibadan,Emergency,37,13,Transfused,\N,5,Low,No,2024,March
BBU001904,2023-08-19,2023-09-30,2023-08-26,O-,Lagos University Teaching Hospital,Surgery,2,18,Transfused,\N,7,High,Yes,2023,August
